block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir,fdr,bonferroni
1_582,4,0,0.7445495733819868,1.0,0.5714414054682158,Chr1,4913961.0,3,1,4913961,1,0.06628248,up-in-warm,0.9872376933807551,False
1_1215,4,0,0.7444044451881304,1.0,0.57148651923314,Chr1,8853469.0,1,3,8853469,1,-0.040388282,down-in-warm,0.9872376933807551,False
1_3374,35,1,1.5760714937547795,0.2965523050004308,0.5715901997621805,Chr1,22356786.0,20,15,22356786,1286,0.009972693,up-in-warm,0.9872376933807551,False
1_5124,2,0,0.6869742115505056,1.0,0.5716231487183936,Chr1,29367764.0,1,1,29367589,69,0.002649691,up-in-warm,0.9872376933807551,False
4_120,2,0,0.6861175482131356,1.0,0.5718911214190796,Chr4,985422.0,0,2,985095,1,-0.03540229,down-in-warm,0.9873420126163844,False
5_477,1,0,0.6572680755158368,1.0,0.5719558459737218,Chr5,5693248.0,0,1,5693248,60,-0.06351712,down-in-warm,0.9873420126163844,False
1_2888,3,0,0.711821270818667,1.0,0.5727761278160033,Chr1,21126739.0,1,2,21126742,127,-0.03550881,down-in-warm,0.9884153888835482,False
5_2652,1,0,0.6541855655236107,1.0,0.5729228998288546,Chr5,22636861.0,0,1,22636861,1,-0.06988854,down-in-warm,0.9884153888835482,False
3_3355,7,0,0.8242684252899266,1.0,0.5729865271465026,Chr3,23184296.0,4,3,23184099,182,0.005870714,up-in-warm,0.9884153888835482,False
5_1444,53,2,2.0076586710625866,0.0986910014697207,0.573549055095893,Chr5,16501282.0,25,28,16503236,1,0.012203938,up-in-warm,0.9889269213894746,False
5_930,3,0,0.7092802495552201,1.0,0.5735679134883536,Chr5,13708063.0,2,1,13708063,1,0.045317937,up-in-warm,0.9889269213894746,False
4_1227,2,0,0.6800615721271046,1.0,0.5737845377183555,Chr4,8372565.5,0,2,8372077,1,-0.042055983,down-in-warm,0.9889269213894746,False
2_481,304,10,4.732350711186574,0.0011294871209024,0.5738285280208093,Chr2,1396117.0,140,164,1364859,457,-0.00073224294,down-in-warm,0.9889269213894746,False
5_2741,2,0,0.6792254863703474,1.0,0.5740458095193979,Chr5,23208225.0,1,1,23208225,1,0.14929733,up-in-warm,0.9890663365727426,False
3_657,1,0,0.6497702476650379,1.0,0.5743073214515975,Chr3,7331112.0,0,1,7331112,127,-0.115164444,down-in-warm,0.9892569249224648,False
3_1548,28,1,1.3865907565341988,0.2452807127963674,0.5744955481550101,Chr3,13596125.0,15,13,13525076,1,0.020236386,up-in-warm,0.9892569249224648,False
1_1416,14,0,1.0131224499094773,1.0,0.5745656602004167,Chr1,9444509.0,2,12,9440388,1,-0.035490103,down-in-warm,0.9892569249224648,False
3_2783,9,0,0.873564398794426,1.0,0.5750230465775996,Chr3,18561419.0,2,7,18565052,1,-0.012967456,down-in-warm,0.9893001316349491,False
2_589,27,1,1.3576158722213147,0.2376572856528964,0.575355451049812,Chr2,2912995.0,14,13,2880743,58,0.0044657895,up-in-warm,0.9893001316349491,False
3_1339,3,0,0.7034815043137369,1.0,0.5753736954070325,Chr3,10732099.0,2,1,10728696,1,0.08464053,up-in-warm,0.9893001316349491,False
3_3045,2,1,0.6749592054446021,0.0199,0.5753784883820742,Chr3,19817211.5,0,2,19817412,52,-0.07187009,down-in-warm,0.9893001316349491,False
4_1398,2,0,0.6743429344475514,1.0,0.575570925114578,Chr4,8908731.5,1,1,8908888,73,0.017795444,up-in-warm,0.9893001316349491,False
1_1469,1,0,0.645725813685693,1.0,0.5755746496480609,Chr1,9810224.0,0,1,9810224,1,-0.04950557,down-in-warm,0.9893001316349491,False
1_4006,2,0,0.6742060814918194,1.0,0.5756136563650796,Chr1,23821079.0,0,2,23821079,1,-0.037067704,down-in-warm,0.9893001316349491,False
5_379,78,9,2.554391252270361,9.792593405138913e-08,0.5756820953529351,Chr5,3359768.0,42,36,3415002,53,0.032372337,up-in-warm,0.9893001316349491,False
4_1856,11,0,0.9259092459499288,1.0,0.5759857442532043,Chr4,9874821.0,7,4,9874821,1,0.035523105,up-in-warm,0.9895874478380092,False
3_1898,113,2,3.2234959489786266,0.3121754766895372,0.576165246577881,Chr3,16378051.0,31,82,16378051,1,-0.016843986,down-in-warm,0.9896583698496378,False
1_4917,20,2,1.1692073745670797,0.0168593376356518,0.5764207363657161,Chr1,26959722.0,15,5,26961965,1,0.036483668,up-in-warm,0.9896583698496378,False
1_2656,1,0,0.6429742015197639,1.0,0.5764364250199766,Chr1,19162980.0,1,0,19162980,68,0.101516955,up-in-warm,0.9896583698496378,False
3_1288,11,1,0.922904584345151,0.1046617457412836,0.5768974200556282,Chr3,10637349.0,4,7,10638077,1,-0.022070892,down-in-warm,0.9898737963488802,False
5_2491,1,0,0.6413477994165504,1.0,0.5769456250990085,Chr5,21972400.0,0,1,21972400,1,-0.07398597,down-in-warm,0.9898737963488802,False
2_1199,7,0,0.8105305995575114,1.0,0.5772094937862025,Chr2,10880502.0,3,4,10880590,1,0.004016885,up-in-warm,0.9898737963488802,False
3_2815,39,3,1.6548015672534622,0.0069864816227669,0.5776494879838143,Chr3,18770028.0,21,18,18770028,1,0.0061700167,up-in-warm,0.9898737963488802,False
1_2305,1,0,0.6386351334407857,1.0,0.5777946304253543,Chr1,17167588.0,0,1,17167588,1,-0.059412844,down-in-warm,0.9898737963488802,False
4_123,27,0,1.349181120884111,1.0,0.5777976966470895,Chr4,1113512.0,18,9,1113652,1,0.05413596,up-in-warm,0.9898737963488802,False
3_2900,3,0,0.6956000186438143,1.0,0.5778255205170851,Chr3,18947746.0,2,1,18947746,1,-0.025414646,down-in-warm,0.9898737963488802,False
2_1339,92,2,2.8276582417584994,0.2346923128625573,0.5781499472178998,Chr2,12385780.0,46,46,12385780,1,0.017814545,up-in-warm,0.9898737963488802,False
5_331,71,6,2.3955934102919603,8.211993136167054e-05,0.5782333641738204,Chr5,2797885.0,45,26,2916266,62,0.054782264,up-in-warm,0.9898737963488802,False
2_612,331,19,4.625194957558163,1.883134029505221e-09,0.5784606039746452,Chr2,4570876.0,173,158,4632892,362,0.025328493,up-in-warm,0.9898737963488802,False
2_2139,3,0,0.6926259339074456,1.0,0.5787499407867712,Chr2,19294645.0,1,2,19294645,1,-0.035704914,down-in-warm,0.9898737963488802,False
4_2728,1,0,0.634560464649223,1.0,0.5790692327260996,Chr4,14854115.0,0,1,14854115,1,-0.024409948,down-in-warm,0.9898737963488802,False
3_1829,1,0,0.6344114792530375,1.0,0.5791158214194254,Chr3,16145309.0,0,1,16145309,1,-0.033981107,down-in-warm,0.9898737963488802,False
5_2164,2,0,0.6628931892515572,1.0,0.579142897860031,Chr5,18887394.0,1,1,18887032,1,0.047096074,up-in-warm,0.9898737963488802,False
1_4339,2,0,0.6624121865638505,1.0,0.5792928157354285,Chr1,24646634.0,0,2,24646520,1,-0.082848415,down-in-warm,0.9898737963488802,False
2_156,2,0,0.6623513760611679,1.0,0.5793117682027777,Chr2,495169.0,2,0,495172,73,0.04826576,up-in-warm,0.9898737963488802,False
5_250,1,0,0.6337458152803074,1.0,0.5793239652895011,Chr5,1593192.0,0,1,1593192,1,-0.07324094,down-in-warm,0.9898737963488802,False
3_1587,3,0,0.6906919605445679,1.0,0.5793508357997117,Chr3,14936387.0,0,3,14936387,3190,-0.06385765,down-in-warm,0.9898737963488802,False
2_291,1,0,0.63309001864283,1.0,0.579529002097211,Chr2,827072.0,0,1,827072,173,-0.020952819,down-in-warm,0.9898737963488802,False
1_4927,18,0,1.1045597019368243,1.0,0.5796760461261202,Chr1,27107056.0,11,7,27106344,1,-0.0073441034,down-in-warm,0.9898737963488802,False
3_2114,1,0,0.6321190010618719,1.0,0.5798325540476633,Chr3,16736120.0,0,1,16736120,1,-0.084370784,down-in-warm,0.9898737963488802,False
1_3598,4,0,0.7174697409762183,1.0,0.5798425086988197,Chr1,22724349.0,4,0,22725304,1,0.069781065,up-in-warm,0.9898737963488802,False
1_5107,1,0,0.6319610944648597,1.0,0.5798819130940145,Chr1,29036149.0,0,1,29036149,194,-0.044603106,down-in-warm,0.9898737963488802,False
1_3954,1,0,0.6315888106891994,1.0,0.579998278002541,Chr1,23695589.0,0,1,23695589,1,-0.044585258,down-in-warm,0.9898737963488802,False
2_1990,6,0,0.7727722406838134,1.0,0.5801864896348778,Chr2,18622933.0,2,4,18622933,1,-0.012734982,down-in-warm,0.9898737963488802,False
1_3223,18,0,1.1025326938851183,1.0,0.5802772440629815,Chr1,22011083.0,5,13,22011083,117,-0.036288433,down-in-warm,0.9898737963488802,False
4_927,62,0,2.188995013525039,1.0,0.580360491965576,Chr4,7762465.0,24,38,7762465,1,-0.0044152304,down-in-warm,0.9898737963488802,False
4_2725,128,5,3.454611086321205,0.009606265320459,0.5805559158850855,Chr4,14796190.5,72,56,14841718,1,0.045034453,up-in-warm,0.9898737963488802,False
5_1803,1,0,0.6295260803575221,1.0,0.5806428995685403,Chr5,17455199.0,0,1,17455199,52,-0.065282956,down-in-warm,0.9898737963488802,False
3_1128,14,2,0.9928521983662328,0.0084012440111661,0.5806568022156835,Chr3,9872200.0,9,5,9877990,1,0.049491566,up-in-warm,0.9898737963488802,False
2_661,29,3,1.3894260601528774,0.0030081981768577,0.5811347486206362,Chr2,6015571.0,6,23,6015571,1,-0.040852852,down-in-warm,0.9904063776307902,False
4_1329,1,0,0.6274098693873953,1.0,0.5813040094372871,Chr4,8606652.0,0,1,8606652,334,-0.070489086,down-in-warm,0.9904063776307902,False
5_1005,110,10,3.14908676923626,1.888447513068558e-07,0.5813789229970041,Chr5,14939773.0,45,65,14939773,7479,-0.017404018,down-in-warm,0.9904063776307902,False
3_86,1,0,0.625264066139933,1.0,0.5819741296166617,Chr3,1350925.0,0,1,1350925,1,-0.057031933,down-in-warm,0.9904814871723374,False
3_2580,1,0,0.6249503575984253,1.0,0.5820720788342748,Chr3,17575850.0,1,0,17575850,3929,0.082345985,up-in-warm,0.9904814871723374,False
4_2378,1,0,0.6246056660625434,1.0,0.5821796960023029,Chr4,11222474.0,0,1,11222474,1,-0.060190544,down-in-warm,0.9904814871723374,False
5_681,2,0,0.6526432379962191,1.0,0.5823350626611623,Chr5,8093210.0,2,0,8093210,1,0.07292324,up-in-warm,0.9904814871723374,False
4_2399,8,0,0.8216834592324044,1.0,0.582355984785685,Chr4,11427199.0,6,2,11430456,185,0.046543527,up-in-warm,0.9904814871723374,False
5_1713,27,2,1.3327770623567263,0.0297456362855043,0.5825387827854462,Chr5,17342997.0,14,13,17342997,1,0.00031454282,up-in-warm,0.9904814871723374,False
1_3236,117,4,3.2644333540479007,0.0304640639779833,0.5827879136614551,Chr1,22041954.0,61,56,22041954,1,0.0041121715,up-in-warm,0.9904814871723374,False
1_5093,60,3,2.133723103498394,0.0224201647888354,0.5830371533821187,Chr1,28970726.0,32,28,29003101,1,0.008249628,up-in-warm,0.9904814871723374,False
1_1013,2,0,0.6502097075305059,1.0,0.5830921543780708,Chr1,7822113.0,0,2,7822622,66,-0.049797762,down-in-warm,0.9904814871723374,False
3_898,4,0,0.7060960727884096,1.0,0.5833604264059107,Chr3,8800028.0,4,0,8800028,1,0.043681562,up-in-warm,0.9904814871723374,False
4_1286,3,0,0.6777050071758038,1.0,0.5833810907031614,Chr4,8491830.0,0,3,8491830,280,-0.03702913,down-in-warm,0.9904814871723374,False
1_1751,16,1,1.0378562459290137,0.1485422289051245,0.5834572054611254,Chr1,11333975.0,7,9,11333975,2,-0.0025737952,down-in-warm,0.9904814871723374,False
4_647,29,1,1.3810630911402666,0.2528279056684038,0.5835357077427094,Chr4,6444018.0,15,14,6444997,54,0.033175014,up-in-warm,0.9904814871723374,False
3_143,1,0,0.6189324501955237,1.0,0.5839500576498668,Chr3,1646688.0,0,1,1646688,1,-0.12384132,down-in-warm,0.9904814871723374,False
5_2265,1,0,0.6182669865682282,1.0,0.5841576087896646,Chr5,19758407.0,1,0,19758407,1,0.05912173,up-in-warm,0.9904814871723374,False
5_679,1,0,0.6165827126296075,1.0,0.5846828111924507,Chr5,8091295.0,1,0,8091295,1,0.058553163,up-in-warm,0.9904814871723374,False
4_1507,1,0,0.6164108411677482,1.0,0.5847363968965712,Chr4,9085616.0,1,0,9085616,421,0.093765266,up-in-warm,0.9904814871723374,False
1_4969,2,0,0.6448491549145043,1.0,0.5847587767685736,Chr1,27514956.5,1,1,27514957,1690,-0.046201915,down-in-warm,0.9904814871723374,False
3_3072,35,1,1.5294742915914663,0.2965523050004308,0.5847796296737291,Chr3,19991774.0,9,26,19991453,1,-0.003230968,down-in-warm,0.9904814871723374,False
3_313,13,1,0.9508374025598034,0.1224789770010321,0.5850646752149113,Chr3,2595786.0,8,5,2605377,76,0.022331359,up-in-warm,0.9904814871723374,False
3_916,2,0,0.6435284073947456,1.0,0.5851691708851801,Chr3,8925879.0,1,1,8926018,269,-0.013128705,down-in-warm,0.9904814871723374,False
3_2227,12,2,0.9228878426729284,0.0061745377728247,0.5852282513576392,Chr3,16918663.0,3,9,16918663,1,-0.022488043,down-in-warm,0.9904814871723374,False
4_854,5,0,0.7281919899059963,1.0,0.5852472190724478,Chr4,7626124.0,1,4,7626124,223,-0.027802829,down-in-warm,0.9904814871723374,False
4_643,1,0,0.6143355732324435,1.0,0.5853832946510679,Chr4,6443225.0,0,1,6443225,58,-0.07337332,down-in-warm,0.9904814871723374,False
2_1136,1,0,0.6139794302221847,1.0,0.5854942875075146,Chr2,10337165.0,1,0,10337165,1,0.050703444,up-in-warm,0.9904814871723374,False
2_678,3,0,0.6705785344936678,1.0,0.5855889662891778,Chr2,6176892.0,2,1,6176892,1842,0.07007444,up-in-warm,0.9904814871723374,False
4_1331,21,2,1.164036867377541,0.0185116748833229,0.5857827397248301,Chr4,8633390.0,12,9,8628325,1,0.025779674,up-in-warm,0.9904814871723374,False
1_924,2,0,0.6413667079608808,1.0,0.585840672146671,Chr1,7671584.0,2,0,7671851,2339,0.06167764,up-in-warm,0.9904814871723374,False
1_359,3,0,0.6697561609415992,1.0,0.5858435759485795,Chr1,2951450.0,1,2,2951450,231,-0.02123349,down-in-warm,0.9904814871723374,False
4_121,136,10,3.554826229226306,1.3528485093735454e-06,0.5859797631195143,Chr4,1016325.0,75,61,1005691,1,0.012194666,up-in-warm,0.9904814871723374,False
3_451,70,1,2.344027086226693,0.5051613403997931,0.5859932944340788,Chr3,3586933.5,38,32,3670173,1,0.018991873,up-in-warm,0.9904814871723374,False
5_897,7,0,0.7817927548630778,1.0,0.5860142345866252,Chr5,10805539.0,3,4,10805539,1,-0.020060973,down-in-warm,0.9904814871723374,False
3_2798,174,9,4.053911894534712,7.434565732032214e-05,0.5860574364807516,Chr3,18732170.0,66,108,18732170,9394,0.0006912402,up-in-warm,0.9904814871723374,False
1_1875,1,0,0.6118475897362861,1.0,0.5861585378839218,Chr1,11537163.0,0,1,11537163,1,-0.057985235,down-in-warm,0.9904814871723374,False
3_3147,4,1,0.6965039789195387,0.03940399,0.5863221279406453,Chr3,21241870.5,2,2,21240395,1,-0.0032439819,down-in-warm,0.9904814871723374,False
1_2111,1,0,0.6112653593744337,1.0,0.5863399096016058,Chr1,13147085.0,1,0,13147085,698,0.051890075,up-in-warm,0.9904814871723374,False
4_547,99,9,2.92743953273862,7.69913409026353e-07,0.5865409056005271,Chr4,6112555.0,45,54,6128829,195,0.002644613,up-in-warm,0.9905459788103308,False
1_2648,1,0,0.6102657216656562,1.0,0.5866512657184736,Chr1,19158104.0,0,1,19158104,1,-0.104950495,down-in-warm,0.9905459788103308,False
3_3134,65,5,2.2314357645934475,0.0005017868080383,0.5868084534263804,Chr3,21218057.0,26,39,21218057,1,-0.0060049193,down-in-warm,0.9905807505233033,False
1_4325,4,0,0.6934425154481024,1.0,0.5872663759740043,Chr1,24619820.0,3,1,24619820,2,0.0360894,up-in-warm,0.9907169936230545,False
1_4887,32,2,1.444691792970828,0.0406825857527391,0.5872970145904818,Chr1,26740764.0,15,17,26737999,1,0.0024611126,up-in-warm,0.9907169936230545,False
5_1737,2,0,0.6366692577386125,1.0,0.5872990010459889,Chr5,17353739.5,1,1,17353543,82,-0.047918305,down-in-warm,0.9907169936230545,False
5_1696,30,0,1.3926418611378923,1.0,0.5875773616543246,Chr5,17333197.5,10,20,17332059,1,-0.0064287987,down-in-warm,0.9908152060064944,False
5_537,2,0,0.6356010034732866,1.0,0.5876304744944749,Chr5,6720065.5,2,0,6719965,84,0.119026944,up-in-warm,0.9908152060064944,False
1_2085,2,0,0.6343627237173182,1.0,0.5880146277008975,Chr1,12974943.5,2,0,12974879,82,0.11315982,up-in-warm,0.9909334259790252,False
4_2987,2,1,0.6341629541845809,0.0199,0.5880765945835471,Chr4,17527160.5,1,1,17527338,1,0.018234544,up-in-warm,0.9909334259790252,False
1_4938,11,0,0.8845871598142426,1.0,0.588485992004294,Chr1,27160904.0,7,4,27157005,1,0.02165249,up-in-warm,0.9909334259790252,False
2_503,6,1,0.7453439885816365,0.058519850599,0.5886038290687668,Chr2,1571658.0,5,1,1571658,1,0.035575937,up-in-warm,0.9909334259790252,False
3_3094,83,5,2.6062124987637096,0.0015211936287157,0.5886997233277269,Chr3,20357288.0,33,50,20357288,1,-0.008618018,down-in-warm,0.9909334259790252,False
5_1357,11,1,0.8833641186034468,0.1046617457412836,0.5888546722244263,Chr5,16246543.0,6,5,16246543,2,0.001042591,up-in-warm,0.9909334259790252,False
1_1715,5,0,0.7164352695538446,1.0,0.5888613114867555,Chr1,11227187.0,3,2,11227187,1,-0.030448074,down-in-warm,0.9909334259790252,False
2_1460,1,0,0.6030834134541112,1.0,0.5888867182999564,Chr2,13995341.0,0,1,13995341,1,-0.04584884,down-in-warm,0.9909334259790252,False
1_4898,5,0,0.7162103749396783,1.0,0.5889303731342524,Chr1,26827037.0,3,2,26824364,58,0.06317722,up-in-warm,0.9909334259790252,False
4_899,90,2,2.74335019522384,0.2273298703413818,0.5893628425591412,Chr4,7709747.0,35,55,7709747,2,0.003268336,up-in-warm,0.9914310680210837,False
1_3866,1,0,0.6009032326243156,1.0,0.5895647200766421,Chr1,23430446.0,0,1,23430446,401,-0.06368289,down-in-warm,0.9915406655834436,False
5_1209,3,0,0.6565781717476105,1.0,0.5899185353517635,Chr5,15631592.0,0,3,15631592,450,-0.021417746,down-in-warm,0.9918236942171571,False
5_837,119,4,3.2673178276723163,0.0321315249823837,0.5900524856072199,Chr5,9941690.0,50,69,9951388,264,-0.0119382655,down-in-warm,0.9918236942171571,False
4_1236,7,1,0.7680757096823707,0.06793465209301,0.5902019727533243,Chr4,8387905.0,4,3,8389072,1,0.07252695,up-in-warm,0.9918236942171571,False
1_1755,23,1,1.201189460948633,0.2063857163563446,0.5903652325601515,Chr1,11342409.0,12,11,11343119,1,0.026523162,up-in-warm,0.9918236942171571,False
3_3219,2,0,0.6265132358535872,1.0,0.5904478087266496,Chr3,22201988.0,1,1,22202755,98,0.0291985,up-in-warm,0.9918236942171571,False
4_2605,1,0,0.5970242953652479,1.0,0.590770345473129,Chr4,13016381.0,1,0,13016381,1636,0.0902128,up-in-warm,0.9918236942171571,False
5_2803,2,0,0.6251465041631894,1.0,0.5908711145937666,Chr5,23617949.0,0,2,23617659,450,-0.08397829,down-in-warm,0.9918236942171571,False
1_3475,110,5,3.1090731317218734,0.0051430474880371,0.5909503566913868,Chr1,22551279.0,61,49,22551279,4430,0.010947586,up-in-warm,0.9918236942171571,False
4_1171,1,0,0.596147042467015,1.0,0.5910428887962487,Chr4,8139656.0,0,1,8139656,136,-0.07651258,down-in-warm,0.9918236942171571,False
5_1734,8,0,0.7929725246901558,1.0,0.5911006627697949,Chr5,17352889.0,3,5,17352911,450,-0.033109322,down-in-warm,0.9918236942171571,False
2_2150,8,0,0.7921182409068301,1.0,0.5913601870725526,Chr2,19309838.0,8,0,19309838,2,0.057787556,up-in-warm,0.9920296267985546,False
5_455,14,0,0.9561135079969668,1.0,0.5916465752732332,Chr5,5271532.0,9,5,5262589,1,0.02863497,up-in-warm,0.9921356560145411,False
3_285,2,0,0.622304900008927,1.0,0.5917508801544921,Chr3,2422696.0,1,1,2422696,1,0.05780667,up-in-warm,0.9921356560145411,False
1_3051,2,0,0.6209081149976005,1.0,0.5921831580232657,Chr1,21690659.0,2,0,21690511,347,0.1126572,up-in-warm,0.9921356560145411,False
2_738,30,3,1.3764174541103642,0.0033177093188826,0.5922029157800993,Chr2,6813741.0,12,18,6813741,1,-0.0020284383,down-in-warm,0.9921356560145411,False
5_2316,1,0,0.5911495235875107,1.0,0.592594665506056,Chr5,20210597.0,1,0,20210597,1159,0.06836348,up-in-warm,0.9921356560145411,False
4_234,217,16,4.4131463965996245,9.864735426532675e-10,0.5926307062612669,Chr4,2334630.0,92,125,2216061,1,-0.0014339894,down-in-warm,0.9921356560145411,False
5_507,12,3,0.8980719667728918,0.0002056160777666,0.5926847605669886,Chr5,6072538.0,5,7,6072515,7441,-0.03146845,down-in-warm,0.9921356560145411,False
3_2503,5,0,0.7034908778233975,1.0,0.5928317851146172,Chr3,17468124.0,2,3,17468074,90,0.021630244,up-in-warm,0.9921356560145411,False
4_47,2,0,0.6184405824640342,1.0,0.5929465369970992,Chr4,365108.0,1,1,365133,53,0.028244764,up-in-warm,0.9921356560145411,False
3_978,16,1,1.0050070754382845,0.1485422289051245,0.5932129631546701,Chr3,9051278.0,7,9,9052123,1,-0.0042652106,down-in-warm,0.9921356560145411,False
3_1632,28,0,1.3212161163199403,1.0,0.5932984766119582,Chr3,15090884.0,10,18,15093710,90,0.007958299,up-in-warm,0.9921356560145411,False
5_165,2,0,0.617187358535975,1.0,0.5933341111217861,Chr5,988300.0,0,2,988300,1,-0.04288795,down-in-warm,0.9921356560145411,False
5_136,2,0,0.6171060405562137,1.0,0.5933592565021079,Chr5,914256.0,1,1,914250,1,0.020404901,up-in-warm,0.9921356560145411,False
2_2022,15,0,0.977430442943502,1.0,0.5933769387259871,Chr2,18797886.0,7,8,18797651,56,-0.004989759,down-in-warm,0.9921356560145411,False
5_946,370,22,4.297594509128246,5.3160781329508146e-11,0.593483684269688,Chr5,13972578.0,205,165,13948544,1,0.021705763,up-in-warm,0.9921356560145411,False
4_2799,131,3,3.444763993265561,0.1443891910269959,0.5937218096053971,Chr4,15559731.0,47,84,15566157,229,0.0014525938,up-in-warm,0.9921356560145411,False
3_359,2,0,0.6157204151309551,1.0,0.5937876643503374,Chr3,3369368.5,1,1,3369455,1,0.06948994,up-in-warm,0.9921356560145411,False
2_1713,2,0,0.6152342942091567,1.0,0.593937936704916,Chr2,16566079.0,2,0,16566079,1,0.048744008,up-in-warm,0.9921356560145411,False
1_3327,1,0,0.5865462065664822,1.0,0.5940227548834994,Chr1,22267993.0,1,0,22267993,81,0.055100087,up-in-warm,0.9921356560145411,False
